630,0.0057,0.0438,0.307,0.1134,0.1409,,0.1251,0.596,0.3811,,0.6392,0.307
633,0.0058,0.048,0.319,0.1201,0.1478,,0.1321,0.6098,0.3966,,,0.319
636,0.006,0.0525,0.3314,0.127,0.155,,0.1394,,0.4125,,,0.3314
639,0.0062,0.0574,0.3442,0.1341,0.1623,,0.147,,0.4289,,,0.3442
642,0.0065,0.0626,0.3572,0.1416,0.1699,,0.1549,,0.4457,,,0.3572
645,0.0068,0.0682,0.3706,0.1494,0.1778,,0.1631,,0.463,,,0.3706
648,0.0072,0.0741,0.3844,0.1574,0.1859,,0.1716,,0.4807,,,0.3844
651,0.0077,0.0805,0.3985,0.1658,0.1943,,0.1804,,0.4989,,,0.3985
654,0.0083,0.0873,0.4129,0.1745,0.2029,,0.1896,,0.5176,,,0.4129
657,0.009,0.0945,0.4277,0.1835,0.2118,,0.1991,,0.5367,,,0.4277
660,0.0099,0.1022,0.4428,0.1929,0.221,,0.2089,,,,,0.4428
663,0.0109,0.1103,0.4584,0.2026,0.2304,,0.219,,,,,0.4584
666,0.012,0.1189,0.4742,0.2126,0.2401,,0.2295,,,,,0.4742
669,0.0134,0.128,0.4905,0.223,0.2501,,0.2404,,,,,0.4905
672,0.0149,0.1377,0.5071,0.2337,0.2604,,0.2516,,,,,0.5071
675,0.0167,0.1478,,0.2448,0.271,,0.2632,,,,,
678,0.0187,0.1586,,0.2563,0.2819,,0.2752,,,,,
681,0.0209,0.1699,,0.2681,0.293,,0.2876,,,,,
684,0.0234,0.1817,,0.2803,0.3045,,0.3004,,,,,
687,0.0263,0.1942,,0.293,0.3163,,0.3135,,,,,
690,0.0294,0.2074,,0.306,0.3284,,0.3271,,,,,
693,0.0329,0.2211,,0.3194,0.3408,,,,,,,
696,0.0367,0.2356,,0.3332,0.3536,,,,,,,
699,0.041,0.2507,,0.3474,0.3667,,,,,,,
702,0.0457,0.2665,,0.3621,0.3801,,,,,,,
705,0.0508,0.2831,,0.3772,0.3938,,,,,,,
708,0.0563,0.3004,,0.3927,0.4079,,,,,,,
711,0.0624,0.3184,,0.4087,0.4223,,,,,,,
714,0.069,0.3373,,0.4252,0.4371,,,,,,,
717,0.0761,0.3569,,0.4421,0.4522,,,,,,,
720,0.0838,0.3774,,0.4594,0.4677,,,,,,,
723,0.0922,0.3987,,0.4773,0.4836,,,,,,,
726,0.1011,0.4209,,0.4956,0.4998,,,,,,,
729,0.1107,0.444,,,,,,,,,,
732,0.1211,,,,,,,,,,,
735,0.1321,,,,,,,,,,,
738,0.1439,,,,,,,,,,,
741,0.1565,,,,,,,,,,,
744,0.17,,,,,,,,,,,
747,0.1843,,,,,,,,,,,
750,0.1995,,,,,,,,,,,
